Model,dataset,Attack,Attack_type,iterations,eps,Clean_Acc,Clean_Top5,Robust_Acc,Robust_Top5,Time
convnext_tiny,imagenet1k,FGSM,NON-targeted,1,0.007843137254901001,0.81484375,0.958203125,0.310546875,0.4984375,3.5116653442382812
convnext_tiny,imagenet1k,AutoAttack,NON-targeted,1,0.007843137254901001,0.81484375,0.958203125,0.0,0.151171875,57.66229033470154
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.41738281250000003,0.6818359375,5.543748378753662
convnext_tiny,imagenet1k,DIFGSM,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.16015625,0.30410156250000003,6.084872484207153
convnext_tiny,imagenet1k,CosPGD_softmax,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.15585937500000002,0.30898437500000003,6.058524131774902
convnext_tiny,imagenet1k,CosPGD,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.1515625,0.3048828125,6.295630931854248
convnext_tiny,imagenet1k,APGD,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.067578125,0.34882812500000004,25.37880563735962
convnext_tiny,imagenet1k,APGD_DLR,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.062890625,0.55390625,25.61335039138794
convnext_tiny,imagenet1k,PGD,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.0591796875,0.1587890625,5.728759288787842
convnext_tiny,imagenet1k,UPGD,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.014453125,0.0509765625,5.92071008682251
convnext_tiny,imagenet1k,MIFGSM,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.014453125,0.0509765625,6.032715082168579
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.2025390625,0.4228515625,15.801703214645386
convnext_tiny,imagenet1k,CosPGD_softmax,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.1345703125,0.299609375,16.04479217529297
convnext_tiny,imagenet1k,CosPGD,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.1314453125,0.2966796875,16.017909288406372
convnext_tiny,imagenet1k,DIFGSM,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.08164062500000001,0.1806640625,15.97582721710205
convnext_tiny,imagenet1k,PGD,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.02421875,0.08066406250000001,15.49305272102356
convnext_tiny,imagenet1k,APGD_DLR,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.0224609375,0.455859375,33.94931650161743
convnext_tiny,imagenet1k,APGD,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.0166015625,0.2314453125,33.80108642578125
convnext_tiny,imagenet1k,UPGD,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.000390625,0.005078125,15.93817138671875
convnext_tiny,imagenet1k,MIFGSM,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.000390625,0.005078125,15.858078002929688
convnext_tiny,imagenet1k,CosPGD,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.1255859375,0.4287109375,40.63413453102112
convnext_tiny,imagenet1k,CosPGD_softmax,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.125390625,0.429296875,40.72942328453064
convnext_tiny,imagenet1k,DIFGSM,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.079296875,0.17929687500000002,40.79119801521301
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.0201171875,0.0861328125,40.40422224998474
convnext_tiny,imagenet1k,PGD,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.0072265625,0.049609375000000004,40.22334265708923
convnext_tiny,imagenet1k,APGD_DLR,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.0027343750000000003,0.35546875,55.15075993537903
convnext_tiny,imagenet1k,APGD,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.0001953125,0.154296875,54.85952591896057
convnext_tiny,imagenet1k,UPGD,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.0,0.0,40.799174785614014
convnext_tiny,imagenet1k,MIFGSM,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.0,0.0,40.68751549720764
convnext_tiny,imagenet1k,CosPGD,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.109375,0.416015625,89.97434711456299
convnext_tiny,imagenet1k,CosPGD_softmax,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.107421875,0.4228515625,89.92255711555481
convnext_tiny,imagenet1k,DIFGSM,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.055078125000000006,0.1359375,90.6398515701294
convnext_tiny,imagenet1k,PGD,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.00625,0.0431640625,89.39629673957825
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.0009765625,0.008007812500000001,89.6135630607605
convnext_tiny,imagenet1k,APGD_DLR,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.0001953125,0.31757812500000004,96.94180512428284
convnext_tiny,imagenet1k,UPGD,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.0,0.0,90.54129981994629
convnext_tiny,imagenet1k,MIFGSM,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.0,0.0,90.16707825660706
convnext_tiny,imagenet1k,APGD,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.0,0.143359375,96.70440483093262
convnext_tiny,imagenet1k,CosPGD,NON-targeted,40,0.007843137254901001,0.81484375,0.958203125,0.1013671875,0.4150390625,188.37064480781555
convnext_tiny,imagenet1k,CosPGD_softmax,NON-targeted,40,0.007843137254901001,0.81484375,0.958203125,0.0990234375,0.427734375,188.38127255439758
convnext_tiny,imagenet1k,DIFGSM,NON-targeted,40,0.007843137254901001,0.81484375,0.958203125,0.0431640625,0.1142578125,190.43134880065918
convnext_tiny,imagenet1k,PGD,NON-targeted,40,0.007843137254901001,0.81484375,0.958203125,0.00625,0.048437499999999994,187.96366667747498
convnext_tiny,imagenet1k,UPGD,NON-targeted,40,0.007843137254901001,0.81484375,0.958203125,0.0,0.0,189.9572560787201
convnext_tiny,imagenet1k,MIFGSM,NON-targeted,40,0.007843137254901001,0.81484375,0.958203125,0.0,0.0,189.1926987171173
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,40,0.007843137254901001,0.81484375,0.958203125,0.0,0.0,188.26729822158813
resnet50,imagenet1k,FGSM,NON-targeted,1,0.007843137254901001,0.81484375,0.958203125,0.19453125000000002,0.44277343750000003,4.474930763244629
resnet50,imagenet1k,DIFGSM,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.13671875,0.4107421875,8.338123798370361
resnet50,imagenet1k,APGD_DLR,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.1302734375,0.6515624999999999,25.178423404693604
resnet50,imagenet1k,CosPGD,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.0953125,0.3990234375,8.631882905960083
resnet50,imagenet1k,CosPGD_softmax,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.09453125,0.401171875,8.7256441116333
resnet50,imagenet1k,APGD,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.062304687500000004,0.487109375,24.73205876350403
resnet50,imagenet1k,PGD,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.058398437500000004,0.2794921875,7.884187936782837
resnet50,imagenet1k,CosPGD_alpha,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.0556640625,0.36640625,8.513556003570557
resnet50,imagenet1k,UPGD,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.041796875000000004,0.15390625,8.35714316368103
resnet50,imagenet1k,MIFGSM,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.041796875000000004,0.15390625,8.076421737670898
resnet50,imagenet1k,DIFGSM,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.08652343750000001,0.36484375,18.66070032119751
resnet50,imagenet1k,APGD_DLR,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.0822265625,0.5689453125,33.29692792892456
resnet50,imagenet1k,CosPGD,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.07871093750000001,0.4533203125,18.713378429412842
resnet50,imagenet1k,CosPGD_softmax,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.078125,0.4470703125,18.600032567977905
resnet50,imagenet1k,APGD,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.03515625,0.44140625,33.01898145675659
resnet50,imagenet1k,PGD,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.02890625,0.2560546875,17.797051906585693
resnet50,imagenet1k,CosPGD_alpha,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.02734375,0.33320312500000004,18.353888273239136
resnet50,imagenet1k,UPGD,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.014453125,0.0740234375,18.630486726760864
resnet50,imagenet1k,MIFGSM,NON-targeted,5,0.007843137254901001,0.81484375,0.958203125,0.014453125,0.07382812500000001,18.08908486366272
resnet50,imagenet1k,CosPGD,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.1087890625,0.720703125,43.55742907524109
resnet50,imagenet1k,CosPGD_softmax,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.1037109375,0.7195312500000001,43.62503004074097
resnet50,imagenet1k,DIFGSM,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.0611328125,0.36015625,43.977189779281616
resnet50,imagenet1k,APGD_DLR,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.0375,0.46210937500000004,54.40022683143616
resnet50,imagenet1k,PGD,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.0134765625,0.2396484375,42.64839506149292
resnet50,imagenet1k,CosPGD_alpha,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.0111328125,0.2900390625,43.33114838600159
resnet50,imagenet1k,APGD,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.0107421875,0.2578125,53.767781019210815
resnet50,imagenet1k,MIFGSM,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.00390625,0.025390625,43.17960834503174
resnet50,imagenet1k,UPGD,NON-targeted,10,0.007843137254901001,0.81484375,0.958203125,0.0037109375000000003,0.0251953125,43.70075035095215
resnet50,imagenet1k,CosPGD_softmax,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.10039062500000001,0.6998046875,93.4518313407898
resnet50,imagenet1k,CosPGD,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.098828125,0.6986328125,93.68672156333923
resnet50,imagenet1k,DIFGSM,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.05664062500000001,0.34414062500000003,94.2191710472107
resnet50,imagenet1k,APGD_DLR,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.0125,0.41171875,95.10219693183899
resnet50,imagenet1k,PGD,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.0072265625,0.2046875,92.42418193817139
resnet50,imagenet1k,CosPGD_alpha,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.004296875,0.2396484375,93.05567669868469
resnet50,imagenet1k,APGD,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.0037109375000000003,0.1845703125,95.16963291168213
resnet50,imagenet1k,UPGD,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.0015624999999999999,0.0087890625,94.93293714523315
resnet50,imagenet1k,MIFGSM,NON-targeted,20,0.007843137254901001,0.81484375,0.958203125,0.0015624999999999999,0.0087890625,93.37584853172302
resnet50,imagenet1k,CosPGD_softmax,NON-targeted,40,0.007843137254901001,0.81484375,0.958203125,0.09687499999999999,0.6873046875000001,192.97871947288513
resnet50,imagenet1k,CosPGD,NON-targeted,40,0.007843137254901001,0.81484375,0.958203125,0.095703125,0.6916015625,192.99021458625793
resnet50,imagenet1k,APGD_DLR,NON-targeted,40,0.007843137254901001,0.81484375,0.958203125,0.00390625,0.3619140625,178.18871665000916
resnet50,imagenet1k,PGD,NON-targeted,40,0.007843137254901001,0.81484375,0.958203125,0.003515625,0.19921875,192.1751344203949
resnet50,imagenet1k,CosPGD_alpha,NON-targeted,40,0.007843137254901001,0.81484375,0.958203125,0.0031249999999999997,0.18515625,192.99716520309448
resnet50,imagenet1k,APGD,NON-targeted,40,0.007843137254901001,0.81484375,0.958203125,0.0021484375,0.1705078125,177.56406998634338
resnet50,imagenet1k,UPGD,NON-targeted,40,0.007843137254901001,0.81484375,0.958203125,0.0011718750000000002,0.0048828125,195.16222405433655
resnet50,imagenet1k,MIFGSM,NON-targeted,40,0.007843137254901001,0.81484375,0.958203125,0.0011718750000000002,0.005078125,193.50689792633057
vit_small_patch16_224,imagenet1k,FGSM,NON-targeted,1,0.007843137254901001,0.81484375,0.958203125,0.1416015625,0.46425781250000003,3.791741847991943
vit_small_patch16_224,imagenet1k,AutoAttack,NON-targeted,1,0.007843137254901001,0.81484375,0.958203125,0.0,0.221484375,51.96559405326843
vit_small_patch16_224,imagenet1k,CosPGD_alpha,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.4248046875,0.79140625,4.167469263076782
vit_small_patch16_224,imagenet1k,DIFGSM,NON-targeted,3,0.007843137254901001,0.81484375,0.958203125,0.1787109375,0.48242187500000006,4.722315549850464
